NAME                         INSTALLED                FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8391        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8394        Unknown   
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2016-3191        High      
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2017-11164       Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2017-7244        Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2017-7245        Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2017-7246        Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2018-16429       Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2019-13012       Low       
glibc                        2.17-325.el7_9                                     rpm           CVE-2009-5155        Medium    
glibc                        2.17-325.el7_9                                     rpm           CVE-2015-8982        Low       
glibc                        2.17-325.el7_9                                     rpm           CVE-2015-8983        Medium    
glibc                        2.17-325.el7_9                                     rpm           CVE-2015-8984        Low       
glibc                        2.17-325.el7_9                                     rpm           CVE-2015-8985        Low       
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2014-4043        Low       
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2016-10228       Low       
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2016-1234        Medium    
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2016-4429        Medium    
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2017-15671       Low       
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2017-8804        Medium    
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2019-1010022     Unknown   
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2019-9169        Medium    
glibc                        2.17-325.el7_9           (won't fix)               rpm           CVE-2020-1752        Medium    
glibc-common                 2.17-325.el7_9                                     rpm           CVE-2009-5155        Medium    
glibc-common                 2.17-325.el7_9                                     rpm           CVE-2015-8982        Low       
glibc-common                 2.17-325.el7_9                                     rpm           CVE-2015-8983        Medium    
glibc-common                 2.17-325.el7_9                                     rpm           CVE-2015-8984        Low       
glibc-common                 2.17-325.el7_9                                     rpm           CVE-2015-8985        Low       
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2014-4043        Low       
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2016-10228       Low       
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2016-1234        Medium    
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2016-4429        Medium    
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2017-15671       Low       
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2017-8804        Medium    
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2019-1010022     Unknown   
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2019-9169        Medium    
glibc-common                 2.17-325.el7_9           (won't fix)               rpm           CVE-2020-1752        Medium    
gmp                          1:6.0.0-15.el7           (won't fix)               rpm           CVE-2021-43618       Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2014-3591        Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2014-4617        Medium    
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2015-0837        Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2015-1606        Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2015-1607        Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2018-9234        Low       
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2019-13050       Medium    
gnupg2                       2.0.22-5.el7_5           (won't fix)               rpm           CVE-2022-3219        Low       
gpgme                        1.3.2-5.el7              (won't fix)               rpm           CVE-2014-3564        Low       
gson                         2.8.6                                              java-archive  CVE-2022-25647       High      
gson                         2.8.6                    2.8.9                     java-archive  GHSA-4jrv-ppp4-jm57  High      
guava                        15.0                                               java-archive  CVE-2018-10237       Medium    
guava                        15.0                                               java-archive  CVE-2020-8908        Low       
guava                        15.0                                               java-archive  GHSA-5mg8-w23w-74h3  Low       
guava                        15.0                     24.1.1                    java-archive  GHSA-mvr2-9pj6-7w5j  Medium    
guava                        19.0                                               java-archive  CVE-2018-10237       Medium    
guava                        19.0                                               java-archive  CVE-2020-8908        Low       
guava                        19.0                                               java-archive  GHSA-5mg8-w23w-74h3  Low       
guava                        19.0                     24.1.1                    java-archive  GHSA-mvr2-9pj6-7w5j  Medium    
guava                        25.1-jre                                           java-archive  CVE-2020-8908        Low       
guava                        25.1-jre                                           java-archive  GHSA-5mg8-w23w-74h3  Low       
guava                        28.2-jre                                           java-archive  CVE-2020-8908        Low       
guava                        28.2-jre                                           java-archive  GHSA-5mg8-w23w-74h3  Low       
guava                        29.0-jre                                           java-archive  CVE-2020-8908        Low       
guava                        29.0-jre                                           java-archive  GHSA-5mg8-w23w-74h3  Low       
gzip                         1.5-10.el7               0:1.5-11.el7_9            rpm           CVE-2022-1271        High      
httpclient                   4.5.10                                             java-archive  CVE-2020-13956       Medium    
httpclient                   4.5.10                   4.5.13                    java-archive  GHSA-7r82-7xv7-xcpj  Medium    
httpclient                   4.5.3                                              java-archive  CVE-2020-13956       Medium    
httpclient                   4.5.3                    4.5.13                    java-archive  GHSA-7r82-7xv7-xcpj  Medium    
iproute                      4.11.0-30.el7            (won't fix)               rpm           CVE-2019-20795       Low       
jackson-databind             2.10.4                                             java-archive  CVE-2020-25649       High      
jackson-databind             2.10.4                                             java-archive  CVE-2020-36518       High      
jackson-databind             2.10.4                                             java-archive  CVE-2022-42003       High      
jackson-databind             2.10.4                                             java-archive  CVE-2022-42004       High      
jackson-databind             2.10.4                   2.10.5.1                  java-archive  GHSA-288c-cq4h-88gq  High      
jackson-databind             2.10.4                   2.12.6.1                  java-archive  GHSA-57j2-w4cx-62h2  High      
jackson-databind             2.10.4                   2.12.7.1                  java-archive  GHSA-jjjh-jjxp-wpff  High      
jackson-databind             2.10.4                   2.12.7.1                  java-archive  GHSA-rgv9-q543-rqg4  High      
jackson-databind             2.10.5.1                                           java-archive  CVE-2020-36518       High      
jackson-databind             2.10.5.1                                           java-archive  CVE-2022-42003       High      
jackson-databind             2.10.5.1                                           java-archive  CVE-2022-42004       High      
jackson-databind             2.10.5.1                 2.12.6.1                  java-archive  GHSA-57j2-w4cx-62h2  High      
jackson-databind             2.10.5.1                 2.12.7.1                  java-archive  GHSA-jjjh-jjxp-wpff  High      
jackson-databind             2.10.5.1                 2.12.7.1                  java-archive  GHSA-rgv9-q543-rqg4  High      
jackson-databind             2.11.2                                             java-archive  CVE-2020-36518       High      
jackson-databind             2.11.2                                             java-archive  CVE-2022-42003       High      
jackson-databind             2.11.2                                             java-archive  CVE-2022-42004       High      
jackson-databind             2.11.2                   2.12.6.1                  java-archive  GHSA-57j2-w4cx-62h2  High      
jackson-databind             2.11.2                   2.12.7.1                  java-archive  GHSA-jjjh-jjxp-wpff  High      
jackson-databind             2.11.2                   2.12.7.1                  java-archive  GHSA-rgv9-q543-rqg4  High      
jackson-databind             2.11.4                                             java-archive  CVE-2020-36518       High      
jackson-databind             2.11.4                                             java-archive  CVE-2022-42003       High      
jackson-databind             2.11.4                                             java-archive  CVE-2022-42004       High      
jackson-databind             2.11.4                   2.12.6.1                  java-archive  GHSA-57j2-w4cx-62h2  High      
jackson-databind             2.11.4                   2.12.7.1                  java-archive  GHSA-jjjh-jjxp-wpff  High      
jackson-databind             2.11.4                   2.12.7.1                  java-archive  GHSA-rgv9-q543-rqg4  High      
java                         15.0.1+9                                           binary        CVE-2021-2161        Medium    
java                         15.0.1+9                                           binary        CVE-2021-2163        Medium    
java                         15.0.1+9                                           binary        CVE-2022-21248       Low       
java                         15.0.1+9                                           binary        CVE-2022-21277       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21282       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21283       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21291       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21293       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21294       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21296       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21299       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21305       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21340       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21341       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21360       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21365       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21366       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21540       Medium    
java                         15.0.1+9                                           binary        CVE-2022-21541       Medium    
java                         15.0.1+9                                           binary        CVE-2022-34169       High      
json-c                       0.11-4.el7_0             (won't fix)               rpm           CVE-2020-12762       Medium    
json-smart                   2.3                      2.3.1                     java-archive  GHSA-v528-7hrm-frqp  Critical  
kpartx                       0.4.9-135.el7_9          0:0.4.9-136.el7_9         rpm           CVE-2022-41974       High      
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2014-5351        Medium    
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2015-2695        Medium    
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2015-2696        Medium    
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2015-2697        Medium    
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2017-11462       Low       
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2017-15088       Medium    
krb5-libs                    1.15.1-51.el7_9          (won't fix)               rpm           CVE-2020-17049       Medium    
krb5-libs                    1.15.1-51.el7_9          0:1.15.1-55.el7_9         rpm           CVE-2022-42898       High      
libblkid                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2014-9114        Medium    
libblkid                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2015-5218        Low       
libblkid                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2016-2779        Medium    
libcom_err                   1.42.9-19.el7            (won't fix)               rpm           CVE-2015-0247        Medium    
libcom_err                   1.42.9-19.el7            (won't fix)               rpm           CVE-2015-1572        Low       
libcurl                      7.29.0-59.el7_9.1                                  rpm           CVE-2021-22946       Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2015-3153        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-0755        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8615        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8616        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8617        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8618        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8619        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8621        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8622        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8623        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8624        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8625        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-9586        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-1000100     Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-1000254     Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-7407        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-8817        Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2018-20483       Medium    
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2020-8231        Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2021-22925       Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2022-35252       Low       
libcurl                      7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2022-43552       Low       
libdb                        5.3.21-25.el7            (won't fix)               rpm           CVE-2017-10140       Medium    
libdb                        5.3.21-25.el7            (won't fix)               rpm           CVE-2019-2708        Low       
libdb-utils                  5.3.21-25.el7            (won't fix)               rpm           CVE-2017-10140       Medium    
libdb-utils                  5.3.21-25.el7            (won't fix)               rpm           CVE-2019-2708        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2014-5044        Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2015-5276        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-2226        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4487        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4488        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4489        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4490        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4491        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4492        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4493        Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2018-20657       Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2018-20673       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2019-14250       Low       
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2019-16276       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2020-16845       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2020-24553       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2021-42574       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2021-42694       Medium    
libgcc                       4.8.5-44.el7             (won't fix)               rpm           CVE-2022-27943       Low       
libgcrypt                    1.5.3-14.el7             (won't fix)               rpm           CVE-2014-3591        Low       
libgcrypt                    1.5.3-14.el7             (won't fix)               rpm           CVE-2014-5270        Medium    
libgcrypt                    1.5.3-14.el7             (won't fix)               rpm           CVE-2015-0837        Low       
libgcrypt                    1.5.3-14.el7             (won't fix)               rpm           CVE-2017-7526        Medium    
libgcrypt                    1.5.3-14.el7             (won't fix)               rpm           CVE-2019-12904       Medium    
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2015-2059        Low       
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2015-8948        Low       
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2016-6261        Low       
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2016-6262        Low       
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2016-6263        Low       
libidn                       1.28-4.el7               (won't fix)               rpm           CVE-2017-14062       Low       
libmount                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2014-9114        Medium    
libmount                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2015-5218        Low       
libmount                     2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2016-2779        Medium    
libpcap                      14:1.5.3-12.el7          (won't fix)               rpm           CVE-2019-15165       Low       
libsepol                     2.5-10.el7                                         rpm           CVE-2021-36084       Medium    
libsepol                     2.5-10.el7                                         rpm           CVE-2021-36085       Medium    
libsepol                     2.5-10.el7                                         rpm           CVE-2021-36086       Medium    
libsepol                     2.5-10.el7                                         rpm           CVE-2021-36087       Medium    
libsmartcols                 2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2014-9114        Medium    
libsmartcols                 2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2015-5218        Low       
libsmartcols                 2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2016-2779        Medium    
libssh2                      1.8.0-4.el7              (won't fix)               rpm           CVE-2019-13115       Medium    
libssh2                      1.8.0-4.el7              (won't fix)               rpm           CVE-2019-3859        Medium    
libssh2                      1.8.0-4.el7              (won't fix)               rpm           CVE-2019-3860        Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2014-5044        Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2015-5276        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-2226        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4487        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4488        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4489        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4490        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4491        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4492        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2016-4493        Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2018-20657       Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2018-20673       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2019-14250       Low       
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2019-16276       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2020-16845       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2020-24553       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2021-42574       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2021-42694       Medium    
libstdc++                    4.8.5-44.el7             (won't fix)               rpm           CVE-2022-27943       Low       
libtasn1                     4.10-1.el7               (won't fix)               rpm           CVE-2016-4008        Medium    
libtasn1                     4.10-1.el7               (won't fix)               rpm           CVE-2017-10790       Low       
libtasn1                     4.10-1.el7               (won't fix)               rpm           CVE-2017-6891        Low       
libtasn1                     4.10-1.el7               (won't fix)               rpm           CVE-2018-1000654     Low       
libtasn1                     4.10-1.el7               (won't fix)               rpm           CVE-2018-6003        Medium    
libuuid                      2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2014-9114        Medium    
libuuid                      2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2015-5218        Low       
libuuid                      2.23.2-65.el7_9.1        (won't fix)               rpm           CVE-2016-2779        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2016-4483        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2016-9318        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-0663        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-16931       Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-16932       Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-5969        Low       
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-7375        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-8872        Low       
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9047        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9048        Low       
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9049        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9050        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2020-24977       Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2021-3541        Medium    
libxml2                      2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2022-29824       Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2016-4483        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2016-9318        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-0663        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-16931       Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-16932       Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-5969        Low       
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-7375        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-8872        Low       
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9047        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9048        Low       
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9049        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2017-9050        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2020-24977       Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2021-3541        Medium    
libxml2-python               2.9.1-6.el7_9.6          (won't fix)               rpm           CVE-2022-29824       Medium    
log4j-api                    2.11.1                                             java-archive  CVE-2020-9488        Low       
log4j-api                    2.11.1                                             java-archive  CVE-2021-44832       Medium    
log4j-api                    2.11.1                                             java-archive  CVE-2021-45105       Medium    
log4j-api                    2.13.0                                             java-archive  CVE-2020-9488        Low       
log4j-api                    2.13.0                                             java-archive  CVE-2021-44832       Medium    
log4j-api                    2.13.0                                             java-archive  CVE-2021-45105       Medium    
log4j-core                   2.11.1                                             java-archive  CVE-2020-9488        Low       
log4j-core                   2.11.1                                             java-archive  CVE-2021-44228       Critical  
log4j-core                   2.11.1                                             java-archive  CVE-2021-44832       Medium    
log4j-core                   2.11.1                                             java-archive  CVE-2021-45046       Critical  
log4j-core                   2.11.1                                             java-archive  CVE-2021-45105       Medium    
log4j-core                   2.11.1                   2.12.2                    java-archive  GHSA-7rjr-3q55-vv33  Critical  
log4j-core                   2.11.1                   2.12.2                    java-archive  GHSA-jfh8-c2jp-5v3q  Critical  
log4j-core                   2.11.1                   2.12.3                    java-archive  GHSA-p6xc-xr62-6r2g  High      
log4j-core                   2.11.1                   2.12.4                    java-archive  GHSA-8489-44mv-ggj8  Medium    
log4j-core                   2.11.1                   2.13.2                    java-archive  GHSA-vwqq-5vrc-xw9h  Low       
log4j-core                   2.13.0                                             java-archive  CVE-2020-9488        Low       
log4j-core                   2.13.0                                             java-archive  CVE-2021-44228       Critical  
log4j-core                   2.13.0                                             java-archive  CVE-2021-44832       Medium    
log4j-core                   2.13.0                                             java-archive  CVE-2021-45046       Critical  
log4j-core                   2.13.0                                             java-archive  CVE-2021-45105       Medium    
log4j-core                   2.13.0                   2.13.2                    java-archive  GHSA-vwqq-5vrc-xw9h  Low       
log4j-core                   2.13.0                   2.15.0                    java-archive  GHSA-jfh8-c2jp-5v3q  Critical  
log4j-core                   2.13.0                   2.16.0                    java-archive  GHSA-7rjr-3q55-vv33  Critical  
log4j-core                   2.13.0                   2.17.0                    java-archive  GHSA-p6xc-xr62-6r2g  High      
log4j-core                   2.13.0                   2.17.1                    java-archive  GHSA-8489-44mv-ggj8  Medium    
log4j-slf4j-impl             2.11.1                                             java-archive  CVE-2020-9488        Low       
log4j-slf4j-impl             2.11.1                                             java-archive  CVE-2021-44832       Medium    
log4j-slf4j-impl             2.11.1                                             java-archive  CVE-2021-45105       Medium    
lua                          5.1.4-15.el7             (won't fix)               rpm           CVE-2014-5461        Medium    
lua                          5.1.4-15.el7             (won't fix)               rpm           CVE-2021-43519       Medium    
lz4                          1.8.3-1.el7              (won't fix)               rpm           CVE-2019-17543       Medium    
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-10684       Medium    
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-10685       Medium    
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-11112       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-11113       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13728       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13729       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13730       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13731       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13732       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13733       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13734       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-16879       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-10754       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-19211       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-19217       Low       
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2019-17594       Medium    
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2019-17595       Medium    
ncurses                      5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2021-39537       Medium    
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-10684       Medium    
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-10685       Medium    
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-11112       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-11113       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13728       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13729       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13730       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13731       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13732       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13733       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-13734       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2017-16879       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-10754       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-19211       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2018-19217       Low       
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2019-17594       Medium    
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2019-17595       Medium    
ncurses-base                 5.9-14.20130511.el7_4    (won't fix)               rpm           CVE-2021-39537       Medium    
