NAME                          INSTALLED                     FIXED-IN                   TYPE    VULNERABILITY        SEVERITY   
apt                           1.8.2.2                                                  deb     CVE-2011-3374        Negligible  
libc-bin                      2.28-10                                                  deb     CVE-2019-1010023     Negligible  
libc-bin                      2.28-10                                                  deb     CVE-2019-1010024     Negligible  
libc-bin                      2.28-10                                                  deb     CVE-2019-1010025     Negligible  
libc-bin                      2.28-10                                                  deb     CVE-2019-9192        Negligible  
libc-bin                      2.28-10                       (won't fix)                deb     CVE-2020-1751        High        
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2016-10228       Medium      
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2019-19126       Low         
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2019-25013       Medium      
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2020-10029       Medium      
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2020-1752        High        
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2020-27618       Medium      
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2020-6096        High        
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2021-27645       Low         
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3326        High        
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2021-33574       Critical    
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2021-35942       Critical    
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3999        High        
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23218       Critical    
libc-bin                      2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23219       Critical    
libc-dev-bin                  2.28-10                                                  deb     CVE-2010-4756        Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2018-20796       Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2019-1010022     Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2019-1010023     Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2019-1010024     Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2019-1010025     Negligible  
libc-dev-bin                  2.28-10                                                  deb     CVE-2019-9192        Negligible  
libc-dev-bin                  2.28-10                       (won't fix)                deb     CVE-2020-1751        High        
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2016-10228       Medium      
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2019-19126       Low         
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2019-25013       Medium      
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2020-10029       Medium      
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2020-1752        High        
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2020-27618       Medium      
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2020-6096        High        
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2021-27645       Low         
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3326        High        
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2021-33574       Critical    
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2021-35942       Critical    
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3999        High        
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23218       Critical    
libc-dev-bin                  2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23219       Critical    
libc6                         2.28-10                                                  deb     CVE-2010-4756        Negligible  
libc6                         2.28-10                                                  deb     CVE-2018-20796       Negligible  
libc6                         2.28-10                                                  deb     CVE-2019-1010022     Negligible  
libc6                         2.28-10                                                  deb     CVE-2019-1010023     Negligible  
libc6                         2.28-10                                                  deb     CVE-2019-1010024     Negligible  
libc6                         2.28-10                                                  deb     CVE-2019-1010025     Negligible  
libc6                         2.28-10                                                  deb     CVE-2019-9192        Negligible  
libc6                         2.28-10                       (won't fix)                deb     CVE-2020-1751        High        
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2016-10228       Medium      
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2019-19126       Low         
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2019-25013       Medium      
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2020-10029       Medium      
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2020-1752        High        
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2020-27618       Medium      
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2020-6096        High        
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2021-27645       Low         
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3326        High        
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2021-33574       Critical    
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2021-35942       Critical    
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3999        High        
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23218       Critical    
libc6                         2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23219       Critical    
libc6-dev                     2.28-10                                                  deb     CVE-2010-4756        Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2018-20796       Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2019-1010022     Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2019-1010023     Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2019-1010024     Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2019-1010025     Negligible  
libc6-dev                     2.28-10                                                  deb     CVE-2019-9192        Negligible  
libc6-dev                     2.28-10                       (won't fix)                deb     CVE-2020-1751        High        
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2016-10228       Medium      
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2019-19126       Low         
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2019-25013       Medium      
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2020-10029       Medium      
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2020-1752        High        
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2020-27618       Medium      
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2020-6096        High        
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2021-27645       Low         
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3326        High        
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2021-33574       Critical    
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2021-35942       Critical    
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2021-3999        High        
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23218       Critical    
libc6-dev                     2.28-10                       2.28-10+deb10u2            deb     CVE-2022-23219       Critical    
libcairo-gobject2             1.16.0-4+deb10u1              (won't fix)                deb     CVE-2017-7475        Low         
libcairo-gobject2             1.16.0-4+deb10u1              (won't fix)                deb     CVE-2018-18064       Low         
libcairo-gobject2             1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6461        Low         
libcairo-gobject2             1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6462        Low         
libcairo-script-interpreter2  1.16.0-4+deb10u1              (won't fix)                deb     CVE-2017-7475        Low         
libcairo-script-interpreter2  1.16.0-4+deb10u1              (won't fix)                deb     CVE-2018-18064       Low         
libcairo-script-interpreter2  1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6461        Low         
libcairo-script-interpreter2  1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6462        Low         
libcairo2                     1.16.0-4+deb10u1              (won't fix)                deb     CVE-2017-7475        Low         
libcairo2                     1.16.0-4+deb10u1              (won't fix)                deb     CVE-2018-18064       Low         
libcairo2                     1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6461        Low         
libcairo2                     1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6462        Low         
libcairo2-dev                 1.16.0-4+deb10u1              (won't fix)                deb     CVE-2017-7475        Low         
libcairo2-dev                 1.16.0-4+deb10u1              (won't fix)                deb     CVE-2018-18064       Low         
libcairo2-dev                 1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6461        Low         
libcairo2-dev                 1.16.0-4+deb10u1              (won't fix)                deb     CVE-2019-6462        Low         
libcc1-0                      8.3.0-6                       (won't fix)                deb     CVE-2018-12886       High        
libcc1-0                      8.3.0-6                       (won't fix)                deb     CVE-2019-15847       High        
libcom-err2                   1.44.5-1+deb10u3              (won't fix)                deb     CVE-2022-1304        High        
libcroco3                     0.6.12-3                      (won't fix)                deb     CVE-2017-8834        Low         
libcroco3                     0.6.12-3                      (won't fix)                deb     CVE-2017-8871        Low         
libcroco3                     0.6.12-3                      (won't fix)                deb     CVE-2020-12825       Low         
libcurl3-gnutls               7.64.0-4+deb10u1                                         deb     CVE-2021-22922       Negligible  
libcurl3-gnutls               7.64.0-4+deb10u1                                         deb     CVE-2021-22923       Negligible  
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8169        High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8177        High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8231        High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8284        Low         
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8285        High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8286        High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22876       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22890       Low         
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22898       Low         
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22924       Low         
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22946       High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22947       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-22576       High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27776       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27781       High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27782       High        
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32206       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32208       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-27774       Medium      
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-32221       Critical    
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-35252       Low         
libcurl3-gnutls               7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-43552       Unknown     
libcurl4                      7.64.0-4+deb10u1                                         deb     CVE-2021-22922       Negligible  
libcurl4                      7.64.0-4+deb10u1                                         deb     CVE-2021-22923       Negligible  
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8169        High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8177        High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8231        High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8284        Low         
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8285        High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8286        High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22876       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22890       Low         
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22898       Low         
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22924       Low         
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22946       High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22947       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-22576       High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27776       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27781       High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27782       High        
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32206       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32208       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-27774       Medium      
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-32221       Critical    
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-35252       Low         
libcurl4                      7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-43552       Unknown     
libcurl4-openssl-dev          7.64.0-4+deb10u1                                         deb     CVE-2021-22922       Negligible  
libcurl4-openssl-dev          7.64.0-4+deb10u1                                         deb     CVE-2021-22923       Negligible  
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8169        High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8177        High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8231        High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8284        Low         
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8285        High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2020-8286        High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22876       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u2           deb     CVE-2021-22890       Low         
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22898       Low         
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22924       Low         
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22946       High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2021-22947       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-22576       High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27776       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27781       High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-27782       High        
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32206       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u3           deb     CVE-2022-32208       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-27774       Medium      
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-32221       Critical    
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-35252       Low         
libcurl4-openssl-dev          7.64.0-4+deb10u1              7.64.0-4+deb10u4           deb     CVE-2022-43552       Unknown     
libdb5.3                      5.3.28+dfsg1-0.5              (won't fix)                deb     CVE-2019-8457        Critical    
libdb5.3-dev                  5.3.28+dfsg1-0.5              (won't fix)                deb     CVE-2019-8457        Critical    
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21595       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21599       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21600       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21601       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21602       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21603       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21604       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21605       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2020-21606       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2021-35452       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2021-36408       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2021-36409       High        
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2021-36410       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u1            deb     CVE-2021-36411       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2020-21596       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2020-21597       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2020-21598       High        
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43235       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43236       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43237       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43238       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43239       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43240       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43241       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43242       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43243       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43244       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43245       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43248       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43249       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43250       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43252       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-43253       Medium      
libde265-0                    1.0.3-1+b1                    1.0.3-1+deb10u3            deb     CVE-2022-47655       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15142       Medium      
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15143       Medium      
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15144       Medium      
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15145       Medium      
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-18804       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32490       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32491       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32492       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32493       High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3500        High        
libdjvulibre-dev              3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3630        Medium      
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15142       Medium      
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15143       Medium      
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15144       Medium      
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15145       Medium      
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-18804       High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32490       High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32491       High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32492       High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32493       High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3500        High        
libdjvulibre-text             3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3630        Medium      
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15142       Medium      
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15143       Medium      
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15144       Medium      
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-15145       Medium      
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2019-18804       High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32490       High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32491       High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32492       High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-32493       High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3500        High        
libdjvulibre21                3.5.27.1-10                   3.5.27.1-10+deb10u1        deb     CVE-2021-3630        Medium      
libdpkg-perl                  1.19.7                        1.19.8                     deb     CVE-2022-1664        Critical    
libexpat1                     2.2.6-2+deb10u1                                          deb     CVE-2013-0340        Negligible  
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2021-45960       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2021-46143       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22822       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22823       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22824       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22825       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22826       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22827       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-23852       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-23990       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25235       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25236       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25313       Medium      
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25314       High        
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25315       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u5            deb     CVE-2022-40674       Critical    
libexpat1                     2.2.6-2+deb10u1               2.2.6-2+deb10u6            deb     CVE-2022-43680       High        
libexpat1-dev                 2.2.6-2+deb10u1                                          deb     CVE-2013-0340        Negligible  
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2021-45960       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2021-46143       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22822       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22823       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22824       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22825       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22826       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-22827       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-23852       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u2            deb     CVE-2022-23990       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25235       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25236       Critical    
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25313       Medium      
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25314       High        
libexpat1-dev                 2.2.6-2+deb10u1               2.2.6-2+deb10u3            deb     CVE-2022-25315       Critical    
